train_no,train_name,weekday,weekday_no
53176,LGL-SDAH PAS,Saturday,5
53177,SDAH-LGL PGR,Friday,4
53178,LGL-SDAH PGR,Monday,0
53179,CP - LGL PAS,Sunday,6
53180,LGL-KOAA PAS,Sunday,6
53181,LGL PGR,Tuesday,1
53186,LGL-SDAH PGR,Thursday,3
53207,IPR- FUT PAS,Tuesday,1
53208,FUT-IPR PASS,Monday,0
53209,RGD-FUT PASS,Saturday,5
53210,FUT-RGD PASS,Friday,4
53211,PNBE - SSM P,Monday,0
53212,SSM - PNBE P,Monday,0
53213,PNBE-GAYA PA,Wednesday,2
53214,GAYA-PNBE PA,Tuesday,1
53221,RGD-BKP PASS,Sunday,6
53222,BKP-RGD PASS,Wednesday,2
53223,RGD-BKP PASS,Wednesday,2
53224,BKP-RGD PASS,Sunday,6
53225,BKP-GAYA PAS,Friday,4
53226,BKP-GAYA PAS,Wednesday,2
53229,RGD-DNR PASS,Wednesday,2
53230,DNR-RGD PASS,Wednesday,2
53231,TIA-DNR PASS,Thursday,3
53232,DNR-TIA PASS,Sunday,6
53323,SNDT-DHN PAS,Friday,4
53324,DHN-SNDT PAS,Wednesday,2
53327,SNDT-GMO PAS,Friday,4
53328,GMO-SNDT PAS,Thursday,3
53333,SNDT-DHN PAS,Friday,4
53334,DHN-SNDT PAS,Monday,0
53343,GMO-CPU PASS,Saturday,5
53344,CPU-GMO PASS,Friday,4
53345,CPU-ALD PASS,Monday,0
53346,ALD-CPU PASS,Monday,0
53347,GMO-BRWD PAS,Thursday,3
53348,BRWD-GMO PAS,Saturday,5
53349,BRWD-DOS PAS,Tuesday,1
53350,DOS-BRWD PAS,Saturday,5
53351,BRWD-CAR PAS,Wednesday,2
53352,CAR-BRWD PAS,Saturday,5
53357,BRKA-DOS PAS,Thursday,3
53358,DOS-BRKA PAS,Friday,4
53363,GAYA-DOS PAS,Sunday,6
53364,DOS-GAYA PAS,Tuesday,1
53365,KWAR-KQR PAS,Tuesday,1
53366,KQR-KWAR PAS,Monday,0
53369,KWAR-KQR PAS,Monday,0
53370,KQR-KWAR PAS,Wednesday,2
53371,KQR-HZBN-BRK,Wednesday,2
53372,BRKA-HZBN-KQ,Sunday,6
53373,KQR-HZBN-BRK,Tuesday,1
53374,BRKA-HZBN-KQ,Saturday,5
53401,SBG-MLDT PAS,Friday,4
53402,MLDT-SBG PAS,Monday,0
53403,RPH-GAYA PAS,Friday,4
53404,GAYA-JMP PAS,Thursday,3
53405,RPH-SBG PASS,Sunday,6
53406,SBG-RPH PASS,Thursday,3
53408,JMP-RPH PASS,Saturday,5
53411,BHW-SBG PASS,Monday,0
53412,SBG-BHW PASS,Thursday,3
53415,SBG-JMP PASS,Sunday,6
53416,JMP-SBG PASS,Thursday,3
53417,BWN-MLDT PAS,Wednesday,2
53418,MLDT-BWN PAS,Friday,4
53423,JMP-KEU PASS,Friday,4
53424,KIUL-JMP PGR,Thursday,3
53431,SBG-JMP PGR,Thursday,3
53432,JMP-SBG PASS,Tuesday,1
53433,AZ-BHW PASS,Tuesday,1
53434,BHW-AZ PASS,Monday,0
53435,KWAE-AZ PASS,Sunday,6
53436,AZ-KWAE PASS,Tuesday,1
53441,HSDA - BGP P,Friday,4
53442,BGP - HSDAPG,Friday,4
53443,MDLE - BGP P,Saturday,5
53444,BGP - MDLE P,Thursday,3
53445,HSDA - BGP P,Sunday,6
53446,BGP - HSDA P,Thursday,3
53447,BAKA - BGP P,Tuesday,1
53448,BGP - BAKA P,Wednesday,2
53449,BAKA - BGP P,Thursday,3
53450,BGP - BAKA P,Sunday,6
53451,DUMK-HSDA PA,Monday,0
53452,HSDA-DUMK PA,Wednesday,2
53479,JMP-KIUL PAS,Sunday,6
53480,KIUL-JMP PAS,Thursday,3
53481,TPL-RJL PGR,Wednesday,2
53482,RJL-TPH PGR,Friday,4
53483,TPL-RJL PGR,Saturday,5
53484,RJL-TPH PGR,Sunday,6
53485,TPL-RJL PGR,Friday,4
53486,RJL-TPH PGR,Friday,4
53487,TPL-RJL PGR,Monday,0
53488,RJL-TPH PGR,Sunday,6
53489,TPL-RJL PGR,Thursday,3
53490,RJL-TPH PGR,Thursday,3
53491,TPL-RJL PGR,Friday,4
53492,RJL-TPH PGR,Tuesday,1
53493,TPH - RJL,Sunday,6
53494,RJL-TPH PASS,Wednesday,2
53495,TPH-RJL PASS,Sunday,6
53496,RJL-TPH,Monday,0
53497,BGP-JMP PASS,Saturday,5
53498,JMP-BGP PASS,Sunday,6
53511,MDP-GRD PASS,Thursday,3
53512,GRD-MDP PASS,Monday,0
53513,MDP-GRD PASS,Monday,0
53514,GRD-MDP PASS,Thursday,3
53515,MDP-GRD PASS,Wednesday,2
53516,GRD-MDP PASS,Thursday,3
53517,MDP-GRD PASS,Monday,0
53518,GRD-MDP PASS,Thursday,3
53519,MDP - GRD PA,Monday,0
53520,GRD - MDP PA,Tuesday,1
53523,ASN-BRKA PAS,Monday,0
53524,DHN-ASN PASS,Sunday,6
53525,BRKA-BSB PAS,Wednesday,2
53526,BSB-BRKA PAS,Friday,4
53551,JSME-DUMKA P,Friday,4
53552,DUMKA- JSME,Tuesday,1
53553,JSME DUMKA P,Tuesday,1
53554,DUMKA  JSME,Thursday,3
53555,JSME DMKA PA,Friday,4
53556,DMKA JSME PA,Tuesday,1
53611,BRWD-DOS PAS,Tuesday,1
53612,DOS-BRWD,Monday,0
53615,JMP-GAYA PAS,Friday,4
53616,GAYA-JAMALPU,Wednesday,2
53623,JAJ - GAYA P,Wednesday,2
53624,GAYA-JAJ  PA,Friday,4
53625,KIUL-GAYA,Friday,4
53626,GAYA - KIUL,Tuesday,1
53627,GAYA - KIUL,Tuesday,1
53628,GAYA-KIUL  P,Saturday,5
53629,KIUL-GAYA PA,Wednesday,2
53630,GAYA -KIUL,Monday,0
53631,KIUL-GAYA,Sunday,6
53632,GAYA-KIUL PA,Wednesday,2
53641,DLN -MGS-PAS,Saturday,5
53642,MGS-DLN  PAS,Friday,4
53643,DLN-TRG PASS,Saturday,5
53644,TRG-DLN PASS,Thursday,3
53645,DLN-TRG PASS,Tuesday,1
53646,TRG-DLN PASS,Monday,0
53647,DLN-TRG PASS,Friday,4
53648,TRG-DLN PASS,Monday,0
54001,TILAK BRIDGE,Sunday,6
54002,ROHTAK TILAK,Sunday,6
54005,DELHI BHIWAN,Thursday,3
54006,JIND ROK PAS,Saturday,5
54007,JIND PNP ROK,Tuesday,1
54008,JIND ROK PAS,Friday,4
54009,JIND PNP ROK,Friday,4
54010,NRW-JIND PAS,Sunday,6
54011,TKJ SDLP PAS,Saturday,5
54012,SDLP TKJ PAS,Saturday,5
54013,ROK BNW PASS,Friday,4
54014,BNW ROK PASS,Friday,4
54015,ROK-BNW PASS,Saturday,5
54016,BNW ROK PASS,Saturday,5
54018,BNW-ROK PASS,Tuesday,1
54019,RE-ROK PASS,Wednesday,2
54023,ROHTAK JIND,Sunday,6
54024,JIND DELHI P,Tuesday,1
54025,ROK-PNP PASS,Saturday,5
54026,PNP-ROK PASS,Thursday,3
54031,DELHI JIND P,Friday,4
54032,NRW- DELHI P,Monday,0
54033,DELHI JIND P,Sunday,6
54034,JIND DELHI P,Thursday,3
54035,DELHI JIND J,Saturday,5
54036,JAKHAL JIND,Tuesday,1
54037,KKDE-JIND PA,Sunday,6
54038,JIND-KKDE PA,Thursday,3
54039,KKDE-JIND PA,Saturday,5
54040,JIND-KKDE PA,Thursday,3
54041,KKDE-JIND PA,Friday,4
54042,JIND-KKDE PA,Tuesday,1
54043,JIND -HSR PA,Thursday,3
54044,HSR-JIND PAS,Tuesday,1
54045,JHI - FZR PA,Sunday,6
54046,FZR - JHI PA,Monday,0
54047,KKDE-JIND PA,Tuesday,1
54048,JIND,Saturday,5
54049,ROK PNP JIND,Sunday,6
54050,JIND PAINPAT,Friday,4
54051,LDH-FZR PASS,Wednesday,2
54052,FZR-LDH PASS,Wednesday,2
54053,JHL LDH PASS,Tuesday,1
54054,LUDHINA JHL,Friday,4
54055,MORADABAD DE,Saturday,5
54056,MORADABAD DE,Monday,0
54057,DELHI SMQL P,Saturday,5
54058,SMQL DLI PAS,Wednesday,2
54059,DLI SMQL PAS,Thursday,3
54060,SMQL DLI PAS,Tuesday,1
54075,SHAJANPUR DE,Thursday,3
54076,DELHI SHAJAN,Tuesday,1
54077,BE-MB,Friday,4
54078,MB-BE PASSEN,Monday,0
54085,DLI-RE PASSA,Tuesday,1
54086,RE-DLI PASSE,Saturday,5
54091,NBD-KTW,Tuesday,1
54092,KTW-NBD PASS,Friday,4
54101,UCR-CNB-PASS,Sunday,6
54102,ALD-UCR-CNB-,Thursday,3
54103,CAR-ALD PASS,Monday,0
54104,ALD-CAR PASS,Sunday,6
54107,JNU-ALD-PASS,Tuesday,1
54108,ALD-JNU-PASS,Wednesday,2
54109,MGS - FD PAS,Tuesday,1
54110,MGS - FD PAS,Tuesday,1
54152,CNB-FTP-PASS,Monday,0
54153,RBL-UCR-CNB,Sunday,6
54154,CNB-UCR-RBL,Thursday,3
54155,CNB FBD PASS,Saturday,5
54156,FBD-CNB PASS,Friday,4
54158,FKD-CNB PASS,Tuesday,1
54159,JHS-ALD PASS,Monday,0
54161,KURJ-CNB-PAS,Tuesday,1
54162,CNB-KURJ-PAS,Sunday,6
54201,LKO-RBD PASS,Monday,0
54211,RBL-CNB PASS,Tuesday,1
54212,KANPUR RAI B,Saturday,5
54221,RBL-DMW-LLJ-,Monday,0
54222,LLJ-DMW-RBL,Thursday,3
54223,RBL-DMW-LLJ-,Thursday,3
54224,RBL-DMW-LLJ-,Friday,4
54225,UCR-RBL PASS,Wednesday,2
54226,RBL-UCR PASS,Monday,0
54227,UCR-RBL PASS,Friday,4
54228,RBL-UCR PASS,Tuesday,1
54231,FD-LKO PASSE,Saturday,5
54232,LKO-FD PASSE,Tuesday,1
54233,FD - LKO PAS,Sunday,6
54234,LKO-FD PASS,Tuesday,1
54237,MUR-FD PASS,Saturday,5
54238,FD-MUR PASS,Saturday,5
54239,MUR-AY PASS,Sunday,6
54240,AY-MUR PASS,Sunday,6
54243,MUR-AY PASS,Saturday,5
54244,AY-MUR PASS,Friday,4
54251,LKO-SRE PASS,Thursday,3
54252,SRE - LKO PA,Saturday,5
54253,PYG-LKO PASS,Wednesday,2
54254,LKO-PYG PASS,Saturday,5
54255,BSB-LKO PASS,Monday,0
54256,LKO-BSB PASS,Wednesday,2
54261,MGS-BSB-JNU,Thursday,3
54262,JNU - BSB PA,Saturday,5
54263,BSB-SLN PASS,Friday,4
54264,SLN-BSB PASS,Saturday,5
54265,BSB-SLN PASS,Saturday,5
54266,SLN-BSB PASS,Monday,0
54267,MGS-BSB PASS,Saturday,5
54268,BSB-MGS PASS,Wednesday,2
54270,BSB-MGSPASSE,Thursday,3
54271,ARA-SSM-MGS,Thursday,3
54272,MGS-ARA  PAS,Wednesday,2
54273,ARA-SSM PASS,Thursday,3
54274,SSM-ARA PASS,Thursday,3
54281,SLN-LKO PASS,Sunday,6
54282,LKO-SLN PASS,Friday,4
54283,SLN-LKO PASS,Tuesday,1
54284,LKO-SLN,Wednesday,2
54291,BSB-PBH PASS,Thursday,3
54292,PBH-BSB PASS,Wednesday,2
54293,PBH-LKO PASS,Friday,4
54294,LKO-PBH PASS,Wednesday,2
54303,DLI-KLK PASS,Wednesday,2
54304,KLK DLI PASS,Wednesday,2
54307,MB-DLI PASSE,Thursday,3
54308,DELHI MORADA,Thursday,3
54309,DLI-RE PASSE,Monday,0
54310,RE-DLI PASSE,Sunday,6
54311,BAREILLY MOR,Friday,4
54312,MORADABAD CH,Tuesday,1
54313,CHANDAUSI MO,Wednesday,2
54314,MORADABAD CH,Sunday,6
54321,PASSENGER,Friday,4
54322,PASSENGER,Wednesday,2
54323,PASSENGER,Thursday,3
54324,PASSENGER,Sunday,6
54325,CNB SPC BLM,Monday,0
54326,SPC BLM CNB,Sunday,6
54327,SPC SPN PASS,Friday,4
54328,SPN SCC PASS,Thursday,3
54329,BALAMAU SHAH,Saturday,5
54330,SPN-BLM PASS,Saturday,5
54331,LUCKNOW BALA,Thursday,3
54332,PASSENGER,Monday,0
54333,BSB-LKO PASS,Saturday,5
54334,LKO-BSB PASS,Friday,4
54335,BALAMAU-KANP,Thursday,3
54336,CNB - BLM PA,Sunday,6
54341,SRE - DDN PA,Monday,0
54342,DDN - SRE PA,Monday,0
54351,ALIGARH BARE,Wednesday,2
54352,BE - ALJN PA,Friday,4
54353,ALJN-BE PASS,Sunday,6
54354,BARELLY ALIG,Wednesday,2
54355,ROZA BARELLY,Monday,0
54356,BE - RAC PAS,Thursday,3
54371,PRG-BE PASS.,Monday,0
54372,FD-PRG PASSE,Monday,0
54373,PRG-FD PASSE,Monday,0
54374,FD-PRG PASSE,Thursday,3
54375,PRG- JNU PAS,Thursday,3
54376,JNU-PRG PASS,Monday,0
54377,PRAYAG- BARE,Saturday,5
54378,BE-PRG PASSE,Tuesday,1
54381,GAJRAULA NAJ,Saturday,5
54382,NBD-GJL PASS,Saturday,5
54383,GJL-NBD PASS,Friday,4
54384,NAJIBABAD GA,Thursday,3
54385,NBD KTW PASS,Sunday,6
54386,KTW NBD PASS,Thursday,3
54387,NBD KTW PASS,Wednesday,2
54388,KOTDEWAR NBD,Sunday,6
54389,NBD KTW PASS,Monday,0
54390,KOTDEWAR NBD,Wednesday,2
54391,ALJN-MB PASS,Friday,4
54392,MB-ALJN PASS,Saturday,5
54393,MB-GJL PASSE,Sunday,6
54394,GJL-MB PASSE,Monday,0
54395,MB-NBD PASSE,Sunday,6
54396,NBD-MB PASSE,Saturday,5
54397,SHTS-MB PASS,Sunday,6
54398,MB-SHTS PASS,Monday,0
54401,KHURJA MEERU,Saturday,5
54402,MTC-KRJ PASS,Friday,4
54403,KHURJA MEERU,Monday,0
54404,MEERUT CITY,Saturday,5
54405,KHURJA MEERU,Friday,4
54406,MTC -KRJ PAS,Wednesday,2
54411,RE-MTC PASSE,Tuesday,1
54412,MTC-RE PASSE,Saturday,5
54413,DLI-RE PASSE,Saturday,5
54414,RE-DLI PASSE,Thursday,3
54416,RE-DLI PASSE,Sunday,6
54417,DLI-RE PASSE,Monday,0
54420,RE-DLI PASSE,Friday,4
54421,DLI-RE PASSE,Friday,4
54423,DLI-BNW  PAS,Thursday,3
54424,BIWANI ROHTA,Saturday,5
54461,BKI-BARELLY,Monday,0
54462,BE/BKI PASS,Monday,0
54463,CH-RKSH PASS,Monday,0
54464,RKSH-CH PASS,Monday,0
54465,FBD-TDL PASS,Friday,4
54466,TDL-FKD PASS,Tuesday,1
54467,TDL-ETH PASS,Sunday,6
54468,ETH-TDL,Wednesday,2
54469,TDL-ETH PASS,Friday,4
54470,ETH-TDL PASS,Thursday,3
54471,DLI - RKSH P,Friday,4
54472,RKSH-DLI PAS,Monday,0
54473,DLI SRE PASS,Saturday,5
54474,SAHARANPUR N,Tuesday,1
54475,DLI - HW PAS,Wednesday,2
54476,DLI - HW PAS,Friday,4
54481,HW - RKSH PA,Tuesday,1
54482,RKSH - HW PA,Friday,4
54483,HW-RKSH PASS,Saturday,5
54484,RKSH-HW PASS,Sunday,6
54485,HW-RKSH PASS,Thursday,3
54486,RKSH-HW PASS,Friday,4
54531,UMB KLK PASS,Monday,0
54532,KLK UMB PASS,Wednesday,2
54539,DELHI AMBALA,Monday,0
54540,AMBALA DELHI,Thursday,3
54541,MEERUT AMBAL,Tuesday,1
54542,AMBALA MEERU,Sunday,6
54551,UMB - BTI PA,Thursday,3
54552,BTI - UMB PA,Sunday,6
54553,UMB - DUI PA,Saturday,5
54555,DUI - BTI PA,Thursday,3
54556,BTI - UMB PA,Sunday,6
54557,UMB - PTA PA,Thursday,3
54558,PTA - UMB PA,Wednesday,2
54559,BTI-FKA,Sunday,6
54560,FKA-BTI PASS,Friday,4
54561,BTI - FZR  P,Friday,4
54562,FZR BTI  PAS,Sunday,6
54563,BTI - FZR PA,Tuesday,1
54564,FZR -  BTI,Wednesday,2
54571,LDH - FZR PA,Tuesday,1
54572,FZR - LDH PA,Sunday,6
54575,LDH - LNK PA,Saturday,5
54576,LNK - LDH PA,Wednesday,2
54581,NLDM - UNA P,Saturday,5
54582,UNA - NLDM P,Friday,4
54601,HSR-ASR PASS,Saturday,5
54602,ASR-HSR PASS,Friday,4
54603,HSR-LDH PASS,Monday,0
54604,LDH-HSR PASS,Thursday,3
54605,SDLP-LDH PAS,Wednesday,2
54606,LDH-HSR PASS,Friday,4
54611,ASR-PTK PASS,Tuesday,1
54612,PTK-ASR  PAS,Friday,4
54613,ASR-PTKPASS,Friday,4
54614,PTK-ASR PASS,Sunday,6
54615,ASR - PTK PA,Tuesday,1
54616,PTK-ASR PASS,Tuesday,1
54621,JUC - PTK PA,Tuesday,1
54622,PTK - JUC PA,Saturday,5
54625,JJJ - JUC PA,Friday,4
54626,JUC - JJJ PA,Saturday,5
54631,DUI JHL HSR,Wednesday,2
54632,DHURI -SSA P,Tuesday,1
54633,SIRSA- LUDHI,Tuesday,1
54634,LDH HSR PASS,Friday,4
54635,HISAR LUDHIN,Wednesday,2
54636,LUDHINA HISA,Thursday,3
54637,JUC-HSX PASS,Sunday,6
54638,HSX-JUC DMU,Monday,0
54641,DLI-FZR PASS,Friday,4
54642,FZR - DLI PA,Tuesday,1
54643,JUC-FZR DMU,Wednesday,2
54644,FZR-JUC PASS,Saturday,5
54645,LDH-FZR PASS,Tuesday,1
54646,FZR-LDH PASS,Friday,4
54651,JAT-UHP DMU,Wednesday,2
54654,UHP-JAT DMU,Friday,4
54701,BTI LGH PASN,Monday,0
54702,LGH-ABS PASS,Thursday,3
54703,ABS JU PASSE,Wednesday,2
54704,JU BTI PASEN,Wednesday,2
54751,RE-SGNR  PAS,Monday,0
54752,SGNR-RE PASS,Thursday,3
54753,BTI-SGNR PAS,Wednesday,2
54754,SGNR-BTI PAS,Thursday,3
54755,BTI-SGNR PAS,Tuesday,1
54756,SGNR-BTI PAS,Sunday,6
54757,UMB-SGNR PAS,Monday,0
54758,SGNR-UMB PAS,Monday,0
54759,SGNR-SOG PAS,Wednesday,2
54760,SOG-SGNR PAS,Wednesday,2
54761,SGNR-SOG PAS,Sunday,6
54762,SOG-SGNR PAS,Friday,4
54763,SDLP SGNR PA,Sunday,6
54764,SGNR SDLP PA,Tuesday,1
54765,DUI-BTI PASS,Saturday,5
54766,BTI-DUI PASS,Saturday,5
54781,BTI-RE PAASE,Tuesday,1
54782,RE-BTI PASS,Wednesday,2
54783,FKA-RE PASSE,Wednesday,2
54784,RE-FKA PASSE,Saturday,5
54785,FZR-FKA PASS,Saturday,5
54786,FKA-FZR PASS,Saturday,5
54787,BNW-RE PASSE,Friday,4
54788,RE-BNW PASSE,Thursday,3
54789,RE BKN PASSE,Wednesday,2
54790,BKN RE PASSE,Saturday,5
54791,MTJ-BNW PASS,Saturday,5
54792,BNW-MTJ PASS,Thursday,3
54793,SWM-MTJ PASS,Saturday,5
54794,MTJ-SWM PASS,Tuesday,1
54803,JU - ADI PAS,Wednesday,2
54804,ADI - JU PAS,Tuesday,1
54805,JAIPUR PASSE,Wednesday,2
54806,JP ADI PASSN,Monday,0
54809,RE-JU PASS,Sunday,6
54810,JU-RE PASSEN,Monday,0
54813,JU-BME PASS,Thursday,3
54819,JSM-JU    PA,Wednesday,2
54820,JU-JSM  PASS,Saturday,5
54822,MKN PBC PASS,Sunday,6
54825,JU-BARA  PAS,Saturday,5
54826,BARA-JU  PAS,Wednesday,2
54833,JP HSR PASS,Saturday,5
54834,HSR JP PASS,Monday,0
54835,HSR-RE PAS.,Thursday,3
54836,RE-HSR PASS.,Wednesday,2
54881,BME - MBF PA,Friday,4
54882,MBF - BME PA,Sunday,6
55001,GKP-AY PASSE,Monday,0
55002,AY-GKP  PASS,Saturday,5
55007,PPTA-GKP PAS,Monday,0
55008,GKP-PPTA PAS,Sunday,6
55009,BTT-CPR- PAS,Tuesday,1
55010,CPR-BTT PASS,Monday,0
55011,SV-GKP PASSE,Tuesday,1
55012,GKP-SV PASSE,Wednesday,2
55013,CPR-BSB PASS,Friday,4
55014,MUV-CPR PASS,Friday,4
55017,PR-MAU PASSA,Saturday,5
55018,MAU-CPR PASS,Tuesday,1
55019,CPR-GKP PASS,Monday,0
55020,GKP-CPR PASS,Monday,0
55021,SPJ-SV PASSE,Saturday,5
55022,SV-SPJ PASSE,Sunday,6
55025,GKP-GD  PASS,Monday,0
55026,GD-GKP PASSE,Tuesday,1
55027,GKP-GD PASSE,Saturday,5
55028,GD-GKP  PASS,Sunday,6
55029,NKE-GKP PASS,Wednesday,2
55030,GKP-NKE PASS,Friday,4
55031,JEA-LJN  PAS,Friday,4
55032,DAL-JEA PASS,Tuesday,1
55033,GD-SSC  PASS,Wednesday,2
55034,SPC-GD  PASS,Tuesday,1
55035,GD-SCC PASSE,Sunday,6
55036,SCC-GD PASSE,Sunday,6
55037,BUW-SPC  PAS,Wednesday,2
55038,SCC-BUW  PAS,Sunday,6
55041,NKE-GKP PASS,Saturday,5
55042,GKP-BTH PASS,Wednesday,2
55043,GKP-NTV PASS,Wednesday,2
55044,NTV-GKP PASS,Thursday,3
55045,SCC-SPN PASS,Wednesday,2
55046,SPN-SCC PASS,Monday,0
55049,JEA-DAL PASS,Thursday,3
55050,LJN-JEA  PAS,Wednesday,2
55051,GKP- NTV PAS,Friday,4
55052,NTV-GKP  PAS,Sunday,6
55055,CPJ-GKP PASS,Tuesday,1
55056,GKP-CPJ PASS,Sunday,6
55071,NKE-GKP PASS,Thursday,3
55072,GKP-NKE PASS,Thursday,3
55073,NKE-GKP PASS,Tuesday,1
55074,GKP-NKE PASS,Tuesday,1
55075,SV-GKP PASSA,Sunday,6
55076,GKP-SV PASSA,Monday,0
55077,GKP-BNY PASS,Monday,0
55078,BNY-GKP PASS,Thursday,3
55079,BTH-GKP PASS,Sunday,6
55080,GKP-NKE PASS,Tuesday,1
55081,NKE-GKP PASS,Wednesday,2
55082,GKP-NKE PASS,Thursday,3
55101,BTT-BHJ  PAS,Wednesday,2
55102,BHJ-BTT PASS,Thursday,3
55103,BTT-BHJ  PAS,Saturday,5
55104,BHJ-BTT PASS,Monday,0
55105,SRU-BHJ PASS,Monday,0
55106,BHJ-SRU PASS,Saturday,5
55107,SV-THE PASSE,Tuesday,1
55108,THE-SV PASSE,Saturday,5
55109,SV-THE PASSE,Thursday,3
55110,THE-SV PASSE,Sunday,6
55111,SV-THE PASSE,Friday,4
55112,THE-SV PASSE,Sunday,6
55113,SV-THE PASSE,Friday,4
55114,THE-SV PASSE,Friday,4
55115,CPR-SV PASSE,Wednesday,2
55116,SV-CPR PASSE,Saturday,5
55119,GKP-BSB PASS,Thursday,3
55120,BSB-GKP PASS,Sunday,6
55122,MUV-BTT PASS,Saturday,5
55123,BTT-BCY PASS,Friday,4
55125,MUV - ALY  P,Sunday,6
55126,ALY-BSB PASS,Tuesday,1
55127,BSB- ALY  PA,Saturday,5
55128,ALY - MUV PA,Thursday,3
55129,BSB-ALY PASS,Friday,4
55130,ALY- MUV PAS,Thursday,3
55131,CPR-BSB PASS,Friday,4
55132,BCY-CPR PASS,Tuesday,1
55133,BUI - BCY  P,Wednesday,2
55134,MUV - BUI  P,Friday,4
55135,AMH-MUV PASS,Saturday,5
55136,MUV-AMH PASS,Saturday,5
55137,BUI - SHG  P,Thursday,3
55138,SHG - BUI  P,Monday,0
55139,BUI- SHG PAS,Monday,0
55140,SHG - BUI  P,Tuesday,1
55141,GKP-NTV PASS,Friday,4
55142,NTV-GKP PASS,Tuesday,1
55143,ARJ-JNU PASS,Sunday,6
55144,JNU-ARJ PASS,Friday,4
55145,SRU-BHJ  PAS,Wednesday,2
55146,BHJ-SRU PASS,Tuesday,1
55149,GKP-BCY PASS,Friday,4
55150,BCY-GKP PASS,Tuesday,1
55159,ARJ- JNU PAS,Monday,0
55160,JNU-ARJ PASS,Friday,4
55163,SHG-MAU-ARJ,Sunday,6
55164,ARJ-MAU-SHG,Sunday,6
55165,CPR-DDA PASS,Wednesday,2
55166,DDA-CPR PASS,Wednesday,2
55167,DDA-SV PASSE,Thursday,3
55168,SV-DDA PASSE,Saturday,5
55169,DDA-SV PASSE,Tuesday,1
55170,SV-DDA PASSE,Sunday,6
55171,DDA-MGZ PASS,Thursday,3
55172,MGZ-DDA PASS,Thursday,3
55173,DDA-MGZ PASS,Thursday,3
55174,MGZ-DDA PASS,Wednesday,2
55175,DDA-MGZ PASS,Sunday,6
55176,MGZ-DDA PASS,Saturday,5
55177,DDA-MGZ PASS,Sunday,6
55178,MGZ-DDA PASS,Tuesday,1
55179,DDA-MGZ PASS,Wednesday,2
55180,MGZ-DDA PASS,Thursday,3
55181,THE-CI-PASSE,Tuesday,1
55182,THE-CI  PASS,Saturday,5
55183,CI-MHC PASSE,Saturday,5
55184,CI-THE PASSE,Sunday,6
55207,MFP-NKE PASS,Tuesday,1
55208,NKE-MFP PASS,Friday,4
55209,MFP-NKE PASS,Wednesday,2
55211,MFP-RXL PASS,Saturday,5
55212,RXL-MFP PASS,Monday,0
55213,MFP-NKE PASS,Thursday,3
55214,NKE-MFP  PAS,Sunday,6
55215,MFP-PPTA PAS,Friday,4
55216,PPTA-MFP PAS,Wednesday,2
55217,MFP-PPTA PAS,Thursday,3
55218,PPTA-MFP PAS,Saturday,5
55220,NKE-MFP  PAS,Saturday,5
55221,KIR-BJU PASS,Wednesday,2
55222,BJU-KIR PASS,Saturday,5
55223,KIR-DBG PASS,Wednesday,2
55224,DBG-KIR PASS,Thursday,3
55225,MFP-RXL PAS,Friday,4
55226,RXL-MFP PAS,Sunday,6
55227,SPJ-MFP PASS,Tuesday,1
55228,MFP-SPJ PASS,Saturday,5
55229,BJU-PPTA PAS,Tuesday,1
55230,PPTA-BJU PAS,Monday,0
55231,PPTA-PNBE PA,Monday,0
55232,PNBE-PPTA PA,Sunday,6
55237,BJU-SPJ PASS,Wednesday,2
55238,SPJ-BJU PASS,Wednesday,2
55239,SPJ-MFP PASS,Tuesday,1
55240,MFP-SPJ PASS,Wednesday,2
55301,MB-KGM  PASS,Tuesday,1
55302,KGM-MB PASSE,Saturday,5
55303,MB-KGM PASSE,Saturday,5
55304,KGM-MB PASSE,Sunday,6
55305,MB-RMR PASSE,Thursday,3
55306,RMR-MB  PASS,Saturday,5
55307,MB-RMR  PASS,Friday,4
55308,RMR-MB  PASS,Thursday,3
55309,MB-RMR  PASS,Sunday,6
55310,RMR-MB  PASS,Monday,0
55311,MB-KPV  PASS,Tuesday,1
55312,KPV-MB PASSE,Tuesday,1
55313,KPV-RMR PASS,Monday,0
55314,RMR-KPV  PAS,Wednesday,2
55315,LKU-KPV  PAS,Monday,0
55316,KPV-LKU PASS,Tuesday,1
55317,LKU-KPV  PAS,Tuesday,1
55318,KPV-LKU PASS,Thursday,3
55319,LKU-KPV PASS,Friday,4
55320,KPV-LKU PASS,Wednesday,2
55321,MB-RMR  PASS,Sunday,6
55322,RMR-MB  PASS,Saturday,5
55323,MB-RMR  PASS,Tuesday,1
55324,RMR-MB  PASS,Friday,4
55325,LJN-KSJ  PAS,Saturday,5
55326,KSJ-LJN  PAS,Wednesday,2
55327,CNB-FBD PASS,Wednesday,2
55328,FBD-CNB PASS,Thursday,3
55329,SKB-KSJ PASS,Friday,4
55330,KSJ-SKB PASS,Saturday,5
55331,FBD-KSJ PASS,Monday,0
55332,KSJ-FBD PASS,Friday,4
55333,KSJ-AF PASSE,Friday,4
55334,MTJ-KSJ PASS,Monday,0
55335,BC-LKU PASSE,Friday,4
55336,LKU-BC PASSE,Friday,4
55337,KSJ-AH FAST,Monday,0
55338,AH-KSJ  PASS,Saturday,5
55339,KSJ-MTJ  PAS,Sunday,6
